36.5405273438,-79.6508789063
36.5405273438,-79.6069335938
36.5405273438,-79.5629882813
36.5405273438,-79.5190429688
36.5405273438,-79.4750976563
36.6284179688,-83.6059570313
36.6284179688,-83.5620117188
36.6284179688,-83.5180664063
36.6284179688,-83.4741210938
36.6284179688,-83.4301757813
36.6284179688,-83.3862304688
36.6284179688,-83.3422851563
36.6723632813,-83.3862304688
36.6723632813,-83.3422851563
36.6284179688,-83.2983398438
36.6284179688,-83.2543945313
36.6284179688,-83.2104492188
36.6284179688,-83.1665039063
36.6723632813,-83.2983398438
36.6723632813,-83.2543945313
36.7163085938,-83.2543945313
36.6723632813,-83.2104492188
36.6723632813,-83.1665039063
36.7163085938,-83.2104492188
36.7163085938,-83.1665039063
36.6284179688,-83.1225585938
36.6284179688,-83.0786132813
36.6284179688,-83.0346679688
36.6284179688,-82.9907226563
36.6723632813,-83.1225585938
36.6723632813,-83.0786132813
36.7163085938,-83.1225585938
36.7163085938,-83.0786132813
36.6723632813,-83.0346679688
36.6723632813,-82.9907226563
36.7163085938,-83.0346679688
36.7163085938,-82.9907226563
36.7602539063,-83.1225585938
36.7602539063,-83.0786132813
36.8041992188,-83.0786132813
36.7602539063,-83.0346679688
36.7602539063,-82.9907226563
36.8041992188,-83.0346679688
36.8041992188,-82.9907226563
36.8481445313,-83.0346679688
36.8481445313,-82.9907226563
36.6284179688,-82.9467773438
36.6284179688,-82.9028320313
36.6284179688,-82.8588867188
36.6284179688,-82.8149414063
36.6723632813,-82.9467773438
36.6723632813,-82.9028320313
36.7163085938,-82.9467773438
36.7163085938,-82.9028320313
36.6723632813,-82.8588867188
36.6723632813,-82.8149414063
36.7163085938,-82.8588867188
36.7163085938,-82.8149414063
36.6284179688,-82.7709960938
36.6284179688,-82.7270507813
36.6284179688,-82.6831054688
36.6284179688,-82.6391601563
36.6723632813,-82.7709960938
36.6723632813,-82.7270507813
36.7163085938,-82.7709960938
36.7163085938,-82.7270507813
36.6723632813,-82.6831054688
36.6723632813,-82.6391601563
36.7163085938,-82.6831054688
36.7163085938,-82.6391601563
36.7602539063,-82.9467773438
36.7602539063,-82.9028320313
36.8041992188,-82.9467773438
36.8041992188,-82.9028320313
36.7602539063,-82.8588867188
36.7602539063,-82.8149414063
36.8041992188,-82.8588867188
36.8041992188,-82.8149414063
36.8481445313,-82.9467773438
36.8481445313,-82.9028320313
36.8481445313,-82.8588867188
36.8481445313,-82.8149414063
36.8920898438,-82.8588867188
36.8920898438,-82.8149414063
36.7602539063,-82.7709960938
36.7602539063,-82.7270507813
36.8041992188,-82.7709960938
36.8041992188,-82.7270507813
36.7602539063,-82.6831054688
36.7602539063,-82.6391601563
36.8041992188,-82.6831054688
36.8041992188,-82.6391601563
36.8481445313,-82.7709960938
36.8481445313,-82.7270507813
36.8920898438,-82.7709960938
36.8920898438,-82.7270507813
36.8481445313,-82.6831054688
36.8481445313,-82.6391601563
36.8920898438,-82.6831054688
36.8920898438,-82.6391601563
36.6284179688,-82.5952148438
36.6284179688,-82.5512695313
36.6284179688,-82.5073242188
36.6284179688,-82.4633789063
36.6723632813,-82.5952148438
36.6723632813,-82.5512695313
36.7163085938,-82.5952148438
36.7163085938,-82.5512695313
36.6723632813,-82.5073242188
36.6723632813,-82.4633789063
36.7163085938,-82.5073242188
36.7163085938,-82.4633789063
36.6284179688,-82.4194335938
36.6284179688,-82.3754882813
36.6284179688,-82.3315429688
36.6284179688,-82.2875976563
36.6723632813,-82.4194335938
36.6723632813,-82.3754882813
36.7163085938,-82.4194335938
36.7163085938,-82.3754882813
36.6723632813,-82.3315429688
36.6723632813,-82.2875976563
36.7163085938,-82.3315429688
36.7163085938,-82.2875976563
36.7602539063,-82.5952148438
36.7602539063,-82.5512695313
36.8041992188,-82.5952148438
36.8041992188,-82.5512695313
36.7602539063,-82.5073242188
36.7602539063,-82.4633789063
36.8041992188,-82.5073242188
36.8041992188,-82.4633789063
36.8481445313,-82.5952148438
36.8481445313,-82.5512695313
36.8920898438,-82.5952148438
36.8920898438,-82.5512695313
36.8481445313,-82.5073242188
36.8481445313,-82.4633789063
36.8920898438,-82.5073242188
36.8920898438,-82.4633789063
36.7602539063,-82.4194335938
36.7602539063,-82.3754882813
36.8041992188,-82.4194335938
36.8041992188,-82.3754882813
36.7602539063,-82.3315429688
36.7602539063,-82.2875976563
36.8041992188,-82.3315429688
36.8041992188,-82.2875976563
36.8481445313,-82.4194335938
36.8481445313,-82.3754882813
36.8920898438,-82.4194335938
36.8920898438,-82.3754882813
36.8481445313,-82.3315429688
36.8481445313,-82.2875976563
36.8920898438,-82.3315429688
36.8920898438,-82.2875976563
36.9360351563,-82.8588867188
36.9360351563,-82.8149414063
36.9799804688,-82.8149414063
36.9360351563,-82.7709960938
36.9360351563,-82.7270507813
36.9799804688,-82.7709960938
36.9799804688,-82.7270507813
36.9360351563,-82.6831054688
36.9360351563,-82.6391601563
36.9799804688,-82.6831054688
36.9799804688,-82.6391601563
37.0239257813,-82.7270507813
37.0239257813,-82.6831054688
37.0239257813,-82.6391601563
37.0678710938,-82.6831054688
37.0678710938,-82.6391601563
37.1118164063,-82.6831054688
37.1118164063,-82.6391601563
36.9360351563,-82.5952148438
36.9360351563,-82.5512695313
36.9799804688,-82.5952148438
36.9799804688,-82.5512695313
36.9360351563,-82.5073242188
36.9360351563,-82.4633789063
36.9799804688,-82.5073242188
36.9799804688,-82.4633789063
37.0239257813,-82.5952148438
37.0239257813,-82.5512695313
37.0678710938,-82.5952148438
37.0678710938,-82.5512695313
37.0239257813,-82.5073242188
37.0239257813,-82.4633789063
37.0678710938,-82.5073242188
37.0678710938,-82.4633789063
36.9360351563,-82.4194335938
36.9360351563,-82.3754882813
36.9799804688,-82.4194335938
36.9799804688,-82.3754882813
36.9360351563,-82.3315429688
36.9360351563,-82.2875976563
36.9799804688,-82.3315429688
36.9799804688,-82.2875976563
37.0239257813,-82.4194335938
37.0239257813,-82.3754882813
37.0678710938,-82.4194335938
37.0678710938,-82.3754882813
37.0239257813,-82.3315429688
37.0239257813,-82.2875976563
37.0678710938,-82.3315429688
37.0678710938,-82.2875976563
37.1118164063,-82.5952148438
37.1118164063,-82.5512695313
37.1557617188,-82.5952148438
37.1557617188,-82.5512695313
37.1118164063,-82.5073242188
37.1118164063,-82.4633789063
37.1557617188,-82.5073242188
37.1557617188,-82.4633789063
37.1997070313,-82.5512695313
37.1997070313,-82.5073242188
37.1997070313,-82.4633789063
37.1118164063,-82.4194335938
37.1118164063,-82.3754882813
37.1557617188,-82.4194335938
37.1557617188,-82.3754882813
37.1118164063,-82.3315429688
